groupDegree,partitions
16,"[ [ 16 ], [ 14, 2 ], [ 13, 3 ], [ 12, 4 ], [ 8, 8 ], [ 12, 2, 2 ], [ 10, 6 ], [ 11, 4, 1 ], [ 11, 3, 2 ], [ 10, 5, 1 ], [ 10, 2, 2, 2 ], [ 4, 4, 4, 4 ], [ 9, 6, 1 ], [ 7, 7, 1, 1 ], [ 10, 4, 2 ], [ 6, 6, 4 ], [ 8, 4, 4 ], [ 9, 5, 2 ], [ 8, 6, 2 ], [ 9, 4, 3 ], [ 7, 6, 3 ], [ 6, 6, 2, 2 ], [ 9, 4, 2, 1 ], [ 7, 4, 4, 1 ], [ 8, 4, 2, 2 ], [ 8, 5, 2, 1 ], [ 6, 4, 4, 2 ], [ 7, 5, 3, 1 ] ]"
